filename,text,valence
bicycling_bnffyo.csv,Glad your bike is ok. Something similar just happened to me.  I live in an apartment building where there is a locked door to a courtyard and the courtyard has a covered bike area.  I walked outside and while leaving I saw a mountain bike on the other side of the courtyard and double-taked when I realized it was mine. Went to investigate and found someone cut my thin cable that I had going through the bike rack attached to the U-Lock between wheel/frame. U-lock still there but with a gash in it. Guessing they thought it wasnt worth it.  Then I saw two other cut locks next to the rack. They were not so lucky. =(  My bikes all now live in my office and the incident convinced my wife Im not just being paranoid.,0.9999822378158569
bicycling_bnffyo.csv,someone spooked them.,0.9077948331832886
bicycling_bnffyo.csv,Similar thing happened to me. Good that I had an Abus lock too!,0.9225014448165894
bicycling_bnffyo.csv,German made,0.6839331388473511
bicycling_bnffyo.csv,"Wow,  I wonder how much time they spent working on this lock...",0.9998821020126343
bicycling_bnffyo.csv,Has anybody here tried anti-theft devices that track the stolen bike real time on a smartphone app?,0.9988337159156799
bicycling_bnffyo.csv,"If you have a nice bike, you can easily avoid having it stolen by covering it in cheap gold spray paint. Works like a charm for me.",0.9737010598182678
bicycling_bnffyo.csv,Nice!,0.8186986446380615
bicycling_bnffyo.csv,For the for the haters that say bolt cutters can’t cut it https://youtu.be/pywN558dJaU,0.5660523176193237
bicycling_bnffyo.csv,"Are most bike thieves drug addicts, or just general assholes?   Is there any sort of study about bike thieves?     They're basically the lowest form of thieves.   If you steal a car or from a store the objects are insured.    Some poor bastard that needs that bike to get to work is going to have to shell out their own money to buy a new one.  When I'd steal stuff as a kid, my code was to only take something from a corporation.",0.9890501499176025
bicycling_bnffyo.csv,It's amazing how far owners of bikes have to go to protect their bikes.  Laws protect the thief more than the owners.  Otherwise locks with mace would be activated when the locks are tampered with and/or shocked to the point they couldn't tolerate.  Bike owners would go to jail immediately. Sucks.,0.9962984919548035
bicycling_bnffyo.csv,Down vote without researching lol  Face reality https://youtu.be/pywN558dJaU,0.9991434812545776
